E_low_keV,E_high_keV,E_center_keV,pdf_kTe_40_keV,prob_per_bin_kTe_40_keV,expected_counts_kTe_40_keV,cdf_kTe_40_keV,pdf_kTe_100_keV,prob_per_bin_kTe_100_keV,expected_counts_kTe_100_keV,cdf_kTe_100_keV,pdf_kTe_160_keV,prob_per_bin_kTe_160_keV,expected_counts_kTe_160_keV,cdf_kTe_160_keV,pdf_kTe_300_keV,prob_per_bin_kTe_300_keV,expected_counts_kTe_300_keV,cdf_kTe_300_keV
139.74,144.73000000000002,142.235,0.00019405721398713232,0.000968345497795792,968.345497795792,0.9941837942696496,0.0009351398945178885,0.004666348073644272,4666.348073644272,0.9403272867377045,0.0012862466754883005,0.006418370910686631,6418.370910686631,0.8851360255284108,0.0015370518266520088,0.007669888614993538,7669.888614993538,0.7957152294887196
144.73000000000002,149.72,147.22500000000002,0.00016549179615106291,0.0008258040627938007,825.8040627938008,0.9950095983324434,0.0008594689756527274,0.004288750188507093,4288.750188507092,0.9446160369262115,0.0012044939424603208,0.006010424772876977,6010.424772876977,0.8911464503012877,0.0014604599793829722,0.0072876952971210026,7287.695297121002,0.8030029247858407
149.72,154.71,152.215,0.00014129355228044603,0.000705054825879427,705.054825879427,0.9957146531583229,0.000790829790623703,0.003946240655212285,3946.2406552122848,0.9485622775814239,0.0011292345882622493,0.0056348805954286344,5634.8805954286345,0.8967813308967163,0.001389280713444262,0.006932510760086879,6932.510760086879,0.8099354355459275
154.71,159.70000000000002,157.205,0.00012076336458847247,0.0006026091892964787,602.6091892964787,0.9963172623476193,0.0007284551588929045,0.0036349912428756,3634.9912428756,0.9521972688242994,0.0010598165813562495,0.005288484740967695,5288.484740967695,0.902069815637684,0.0013229923681629206,0.0066017319171329854,6601.7319171329855,0.8165371674630605
159.70000000000002,164.69,162.195,0.00010332034808997001,0.0005155685369689484,515.5685369689484,0.9968328308845883,0.0006716769139705394,0.0033516678007129786,3351.6678007129785,0.9555489366250124,0.0009956691331039862,0.004968388974188872,4968.3889741888715,0.9070382046118728,0.0012611375791433978,0.0062930765199255305,6293.07651992553,0.822830243982986
164.69,169.68,167.185,8.848054245957018e-05,0.000441517906873256,441.517906873256,0.9972743487914616,0.0006199109095786991,0.003093355438797714,3093.355438797714,0.9586422920638101,0.0009362905435394104,0.004672089812261667,4672.089812261666,0.9117102944241344,0.001203313681359034,0.006004535269981591,6004.535269981591,0.8288347792529676
169.68,174.67000000000002,172.175,7.583972644238067e-05,0.00037844023494748027,378.4402349474803,0.9976527890264091,0.0005726446434107041,0.0028574967706194187,2857.496770619419,0.9614997888344295,0.0008812381615653269,0.004397378426210989,4397.378426210988,0.9161076728503454,0.0011491647811028287,0.005734332257703126,5734.332257703126,0.8345691115106707
174.67000000000002,179.66,177.16500000000002,6.505949445699312e-05,0.0003246468773403944,324.6468773403944,0.9979774359037494,0.0005294269819126342,0.002641840639744034,2641.840639744034,0.9641416294741736,0.0008301200426655891,0.004142299012901273,4142.299012901273,0.9202499718632468,0.001098375167763373,0.00548089208713921,5480.89208713921,0.8400500035978099
179.66,184.65,182.155,5.585592900653665e-05,0.0002787210857426184,278.7210857426184,0.9982561569894921,0.0004898595827458125,0.0024443993179016086,2444.3993179016084,0.9665860287920752,0.0007825879785926725,0.0039051140131774425,3905.1140131774428,0.9241550858764241,0.0010506638085010017,0.005242812404420008,5242.8124044200085,0.8452928160022299
184.65,189.64000000000001,187.145,4.7990349320900825e-05,0.00023947184311129557,239.47184311129556,0.9984956288326035,0.0004535896976472426,0.002263412591259745,2263.412591259745,0.968849441383335,0.0007383316429322783,0.0036842748982320755,3684.2748982320754,0.9278393607746562,0.0010057797237040167,0.005018840821283052,5018.840821283052,0.850311656823513
189.64000000000001,194.63,192.135,4.126172861320634e-05,0.00020589602577989884,205.89602577989885,0.9987015248583834,0.00042030410434681605,0.002097317480690604,2097.317480690604,0.9709467588640256,0.0006970736496570482,0.003478397511788657,3478.3975117886566,0.9313177582864449,0.0009634980830994623,0.004807855434666298,4807.855434666299,0.8551195122581793
194.63,199.62,197.125,3.550045832820539e-05,0.0001771472870577452,177.1472870577452,0.9988786721454411,0.00038972396711779115,0.0019447225959177813,1944.7225959177813,0.9728914814599434,0.0006585653628691634,0.003286241160717131,3286.241160717131,0.9346039994471621,0.0009236168948201268,0.004608848305152441,4608.848305152441,0.8597283605633317
199.62,204.61,202.115,3.056320425251611e-05,0.00015251038922005567,152.51038922005566,0.9990311825346612,0.0003616004651399449,0.0018043863210483284,1804.3863210483285,0.9746958677809917,0.0006225833278896416,0.003106690806169317,3106.690806169317,0.9377106902533314,0.0008859541849513242,0.004420911382907116,4420.911382907117,0.8641492719462388
204.61,209.60000000000002,207.10500000000002,2.6328651090476895e-05,0.00013137996894147994,131.37996894147994,0.9991625625036027,0.00033571105886912636,0.0016751981837569436,1675.1981837569435,0.9763710659647487,0.0005889262188801211,0.00293874183221181,2938.7418322118097,0.9406494320855432,0.0008503455848335977,0.00424322446831966,4243.22446831966,0.8683924964145585
209.60000000000002,214.59,212.09500000000003,2.2693972596087548e-05,0.00011324292325447642,113.24292325447642,0.9992758054268571,0.00031185628905341613,0.0015561628823765406,1556.1628823765407,0.9779272288471252,0.0005574122179113693,0.002781486967377722,2781.486967377722,0.9434309190529209,0.0008166422589675715,0.004075044872248166,4075.044872248166,0.8724675412868067
214.59,219.58,217.085,1.9571896209858312e-05,9.766376208719316e-05,97.66376208719316,0.9993734691889443,0.0002898570224244357,0.001446386541897937,1446.386541897937,0.9793736153890231,0.0005278767560398052,0.002634105012638633,2634.105012638633,0.9460650240655595,0.0007847091187161707,0.003915698502393698,3915.698502393698,0.8763832397892004
219.58,224.57000000000002,222.07500000000002,1.6888256347145664e-05,8.427239917225701e-05,84.27239917225701,0.9994577415881166,0.0002695520735591635,0.0013450648470602281,1345.0648470602282,0.9807186802360833,0.0005001705594360652,0.0024958510915859696,2495.8510915859697,0.9485608751571455,0.0007544232768510828,0.00376457215148691,3764.57215148691,0.8801478119406874
224.57000000000002,229.56,227.065,1.4579950510448775e-05,7.27539530471391e-05,72.7539530471391,0.9995304955411638,0.00025079614481472647,0.0012514727626254803,1251.4727626254803,0.9819701529987088,0.00047415795362348357,0.002366048188581174,2366.048188581174,0.9509269233457267,0.000725672705893497,0.003621106802408536,3621.106802408536,0.8837689187430959
229.56,234.55,232.055,1.2593228385895287e-05,6.28402096456176e-05,62.8402096456176,0.9995933357508094,0.00023345803624401102,0.0011649556008576172,1164.9556008576171,0.9831351085995664,0.00044971538696017907,0.0022440797809312974,2244.0797809312976,0.953171003126658,0.000698355069572792,0.003484791797168238,3484.791797168238,0.8872537105402641
