E_MeV,electron_dLdE_ph_per_MeV,electron_L_ph,alpha_dLdE_ph_per_MeV,alpha_L_ph,o16_dLdE_ph_per_MeV,o16_L_ph,alpha_over_electron_L,o16_over_electron_L
0.0675552831533,45019.7309687,2977.01048222,13286.8244977,1184.44758489,10317.1215555,966.700163047,0.397864768015,0.324721786779
0.0684969671636,45028.3613373,3019.40890656,13225.8070317,1196.93084548,10261.7391973,976.389555107,0.396412305361,0.323371091933
0.0694517777382,45036.917349,3062.40654681,13165.014944,1209.52996343,10206.5697406,986.161234017,0.394960611838,0.322021658112
0.0704198978545,45045.3996158,3106.0117984,13104.4496649,1222.24596199,10151.6132739,996.015817271,0.393509761496,0.320673545988
0.0714015130401,45053.8087453,3150.23317397,13044.1126096,1235.0798749,10096.8698749,1005.95392654,0.39205982754,0.319326815188
0.0723968114091,45062.1453405,3195.07930503,12984.0051778,1248.03274649,10042.3396107,1015.97618772,0.390610882341,0.317981524315
0.0734059836976,45070.4100002,3240.55894359,12924.128753,1261.10563189,9988.02253759,1026.08323092,0.389162997446,0.316637730954
0.0744292233004,45078.6033183,3286.68096389,12864.4847015,1274.29959719,9933.91870117,1036.27569054,0.387716243587,0.315295491692
0.0754667263084,45086.7258846,3333.45436402,12805.074372,1287.61571956,9880.02813661,1046.55420527,0.386270690687,0.313954862128
0.0765186915457,45094.7782844,3380.88826774,12745.8990947,1301.0550875,9826.35086863,1056.9194181,0.384826407874,0.312615896889
0.0775853206079,45102.7610985,3428.99192616,12686.9601806,1314.61880091,9772.88691152,1067.37197641,0.383383463485,0.311278649642
0.0786668179007,45110.6749035,3477.77471956,12628.2589209,1328.30797138,9719.63626931,1077.91253193,0.381941925078,0.309943173107
0.0797633906793,45118.5202715,3527.2461592,12569.7965859,1342.12372225,9666.59893583,1088.54174083,0.380501859432,0.308609519071
0.0808752490877,45126.2977704,3577.41588907,12511.574425,1356.06718887,9613.77489476,1099.26026371,0.379063332563,0.307277738401
0.0820026061993,45133.751513,3628.2935433,12453.5936652,1370.13951877,9561.16411975,1110.06876565,0.377626424769,0.305947893245
0.0831456780577,45141.0743972,3679.88884981,12395.855511,1384.34187179,9508.76657447,1120.9679162,0.376191218891,0.304620047495
0.0843046837179,45148.3365451,3732.21181898,12338.3611437,1398.67542035,9456.58221271,1131.9583895,0.374757781226,0.303294251346
0.0854798452884,45155.5384408,3785.27264075,12281.1117202,1413.14134954,9404.61097849,1143.04086421,0.373326173214,0.301970550787
