E_MeV,S_mass_MeV_cm2_g
0.627473212971,1667.00860333
0.636219849266,1681.9557156
0.645088408927,1696.87947615
0.6540805915,1712.01134384
0.663198120221,1727.35422158
0.672442742348,1742.91105277
0.681816229494,1758.68482191
0.691320377968,1774.67855512
0.700957009117,1790.8953208
0.710727969677,1807.33823013
0.720635132129,1824.01043774
0.730680395053,1840.91514226
0.740865683494,1858.05558698
0.751192949332,1875.43506044
0.761664171655,1893.05689709
0.772281357139,1910.92447789
0.78304654043,1929.041231
0.793961784538,1947.23339276
0.80502918123,1964.18980933
0.816250851429,1981.38269484
0.827628945625,1998.81534811
0.839165644283,2016.49111399
0.850863158264,2034.41338402
0.862723729246,2052.58559704
0.874749630155,2071.01123991
0.886943165601,2089.69384811
0.899306672319,2108.63700646
0.911842519615,2127.84434981
0.924553109823,2147.31956371
0.937440878766,2167.06638514
0.950508296219,2187.0886032
0.963757866384,2207.39005321
0.977192128372,2227.97464154
0.990813656686,2248.84631389
1.00462506172,2268.79372401
1.01862899024,2287.69758546
1.03282812594,2306.86509371
1.04722518989,2326.29992678
1.0618229411,2346.00581398
1.07662417705,2365.98653666
1.09163173419,2386.24592888
1.10684848855,2406.78787818
1.12227735621,2427.61632634
1.13792129392,2448.73527006
1.15378329963,2470.14876181
1.1698664131,2491.86091056
1.18617371645,2513.87588256
1.20270833477,2536.19790215
1.2194734367,2558.83125258
1.23647223505,2581.78027681
1.25370798744,2605.04937833
1.27118399687,2625.60176118
1.28890361239,2645.92062725
1.30687022974,2666.52288857
1.325087292,2687.41249819
1.34355829022,2708.59346429
1.36228676414,2730.06985088
1.38127630283,2751.84577861
1.40053054539,2773.92542557
1.42005318165,2796.31302804
1.43984795288,2819.01288134
1.45991865247,2842.02934065
1.48026912674,2865.3668218
1.50090327558,2889.02980216
1.52182505326,2913.02282146
1.54303846918,2937.35048267
1.56454758862,2962.01745288
1.58635653351,2985.73055509
1.60846948327,3005.38024528
1.63089067555,3025.30399751
1.65362440709,3045.50563372
1.67667503453,3065.98902905
1.70004697521,3086.75811262
1.72374470806,3107.81686827
1.74777277446,3129.16933528
1.77213577908,3150.81960921
1.79683839077,3172.77184261
1.82188534347,3195.03024586
1.8472814371,3217.59908797
1.87303153851,3240.48269736
1.89914058236,3263.68546271
1.92561357213,3287.21183381
1.95245558102,3311.06632239
1.97967175295,3335.25350119
